,0
0,80.65727
1,80.64499
2,80.621735
3,80.5831
4,80.62217
5,80.70868
6,80.80615
7,80.86734
8,80.85097
9,80.777245
10,80.683525
11,80.61629
12,80.59955
13,80.65152
14,80.71222
15,80.71625
16,80.694275
17,80.706345
18,80.73792
19,80.74539
20,80.71176
21,80.671616
22,80.62874
23,80.57027
24,80.513016
25,80.516975
26,80.5552
27,80.58854
28,80.579185
29,80.55137
30,80.54355
31,80.538666
32,80.5191
33,80.48018
34,80.46454
35,80.474106
36,80.48894
37,80.511055
38,80.54055
39,80.55005
40,80.50809
41,80.47128
42,80.46332
43,80.49595
44,80.55847
45,80.643776
46,80.69141
47,80.69054
48,80.657196
49,80.6198
50,80.62363
51,80.64107
52,80.61679
53,80.58531
54,80.56415
55,80.56914
56,80.58705
57,80.590225
58,80.57538
59,80.59653
60,80.63851
61,80.67612
62,80.67526
63,80.66215
64,80.66225
65,80.62273
66,80.539925
67,80.456085
68,80.38638
69,80.3265
70,80.346535
71,80.41915
72,80.45643
73,80.40931
74,80.35881
75,80.336296
76,80.324005
77,80.283936
78,80.26895
79,80.2659
80,80.265274
81,80.219
82,80.24815
83,80.36213
84,80.43613
85,80.429825
86,80.418884
87,80.43904
88,80.43967
89,80.46253
90,80.497574
91,80.479164
92,80.40882
93,80.345215
94,80.30125
95,80.26807
96,80.243454
97,80.20211
98,80.181244
99,80.13278
100,80.082306
101,80.064865
102,80.10042
103,80.16261
104,80.227585
105,80.266174
106,80.245445
107,80.190346
108,80.17371
109,80.16843
110,80.14067
111,80.07434
112,80.01024
113,79.98465
114,80.00775
115,80.02183
116,80.00725
117,79.994415
118,79.96562
119,79.92726
120,79.901375
121,79.87039
122,79.901634
123,79.96654
124,80.01866
125,79.997246
126,79.90089
127,79.78494
128,79.72392
129,79.73175
130,79.75894
131,79.786514
132,79.782776
133,79.73855
134,79.689926
135,79.68237
136,79.67386
137,79.64162
138,79.64278
139,79.69033
140,79.74225
141,79.765076
142,79.809204
143,79.83231
144,79.81067
145,79.76271
146,79.69098
147,79.58507
148,79.46536
149,79.39694
150,79.3893
151,79.42012
152,79.46244
153,79.46153
154,79.405525
155,79.349106
156,79.32517
157,79.32014
158,79.380356
159,79.42792
160,79.42867
161,79.38948
162,79.3065
163,79.20323
164,79.12709
165,79.10767
166,79.1314
167,79.16497
168,79.17509
169,79.170746
170,79.14881
171,79.0916
172,79.044464
173,79.03487
174,79.03564
175,79.03917
176,79.049805
177,79.0356
178,78.98991
179,78.93443
180,78.903114
181,78.92157
182,78.9627
183,79.03166
184,79.09842
185,79.08311
186,79.008095
187,78.91335
188,78.87872
189,78.95438
190,79.054825
191,79.087814
192,79.09886
193,79.0984
194,79.060684
195,79.02408
196,78.98966
197,78.97541
198,78.952866
199,78.90595
200,78.892265
201,78.912506
202,78.96027
203,79.01883
204,79.04344
205,79.02533
206,78.9971
207,78.97879
208,78.988075
209,79.0232
210,79.024185
211,78.98705
212,78.958786
213,78.96652
214,78.998245
215,79.02776
216,79.05553
217,79.07111
218,79.046486
219,79.028885
220,79.024895
221,79.05297
222,79.05837
223,79.02329
224,78.97284
225,78.93595
226,78.92136
227,78.93019
228,78.95766
229,78.97094
230,78.97299
231,78.97511
232,78.96463
233,78.968544
234,79.01083
235,79.03604
236,79.011734
237,78.944046
238,78.89358
239,78.86178
240,78.879944
241,78.92037
242,78.924995
243,78.89859
244,78.857635
245,78.85158
246,78.887436
247,78.94763
248,79.02049
249,79.0662
250,79.05014
251,78.98561
252,78.94622
253,78.94939
254,78.94363
255,78.95715
256,78.67095
